pt,eta,phi,m
167517,117821,0.86525,1.12055
492458,459340,0.372103,-2.9527
160316,157098,0.150022,2.46809
1.18927e+06,30293.6,4.36313,-2.20488
1.31575e+06,646798,-1.33539,1.65023
710740,414475,1.12102,0.590638
584218,164716,1.93746,-1.33123
322629,41854,-2.73096,-0.847097
669480,445882,0.961155,-0.476169
152115,147077,0.186457,-3.12159
741198,348597,-1.38648,-2.03648
199094,144878,-0.828354,0.00833305
465216,433421,-0.320221,-0.827055
625672,237353,-1.62387,-2.057
178903,171682,-0.275415,2.31466
1.28689e+06,645509,-1.31183,-1.53559
667797,649027,-0.231171,-2.53489
321263,291622,-0.412938,1.20761
304293,177712,1.12772,0.609629
116385,109420,0.346696,0.820672
1.71531e+06,1.23536e+06,0.838941,-2.27464
704014,464227,-0.972211,-2.14238
570887,98672.3,-2.44069,0.927817
315410,315181,0.01055,-0.378346
606830,201634,-1.76582,-1.99247
1.81965e+06,1.06355e+06,1.12809,-2.65458
645943,92785.5,-2.62817,0.641611
899142,264663,1.89293,0.434525
359744,178521,-1.32021,-2.39268
243235,68271.2,1.93956,-0.345932
137875,58022.3,-1.5059,-0.515337
804449,753804,0.334937,-2.26806
111590,111048,-0.0912519,-1.49588
556040,533853,-0.27933,-1.24362
88267.9,65553.1,-0.801573,-0.685755
51067.9,50560.8,0.0399693,-0.101561
86546.2,43174.5,-1.31625,-1.69946
880984,467847,1.24215,0.247024
1.0673e+06,908799,-0.577673,0.915659
50395.6,41988.4,-0.579297,-0.402713
875344,329552,-1.6321,-2.69642
282637,255142,-0.419869,-1.32962
1.73957e+06,550042,-1.81726,-2.44829
84240.2,82483.4,0.156738,-0.285402
1.50472e+06,1.36595e+06,0.424084,0.0337965
728832,608680,0.597602,-2.45707
661529,653974,-0.0691969,-0.969702
397192,371518,-0.342318,-2.81056
913595,311028,1.736,-2.86282
667964,495003,-0.776087,-0.641375
118190,113276,0.0299692,-1.22368
898831,820087,0.417067,2.69927
584706,515967,-0.494321,1.55338
147311,64521,1.46174,2.85303
419821,41928.4,-2.99409,-2.43646
1.26299e+06,720338,-1.1596,0.690085
241839,213235,0.469297,-2.12422
365590,88216,-2.09942,1.42816
278556,85739,1.84594,-2.19601
121083,64285.7,1.2421,-2.0886
65328.7,49667.5,-0.767298,1.52897
926590,301083,-1.78482,-1.28705
146895,144504,-0.144695,0.810695
377716,130149,1.72711,-2.38212
85520.8,40781,-1.3652,-1.86469
135177,100286,0.794818,-1.22095
310239,302867,-0.122967,0.0165903
254169,226318,0.462218,3.111
137809,50324.3,-1.66135,-0.365384
300574,43585.2,-2.61815,0.157721
1.93232e+06,600362,1.83522,-1.72831
75280.1,43102.5,-1.15117,-0.202039
87344.5,26544.9,1.85877,-0.310638
1.30267e+06,414060,1.81195,1.68521
428680,283978,-0.965826,-0.654929
522296,342313,0.980574,0.198179
292272,245257,0.605228,-1.08713
405679,305941,0.780977,0.523685
677924,249547,1.65444,-0.381752
1.68281e+06,175497,2.95087,0.226158
151482,96158.9,1.02327,-1.80852
1.08873e+06,629126,-1.14231,1.3218
207475,188067,-0.433768,-0.819874
70475.1,37465.8,-1.23638,-1.74705
295724,292694,0.0631636,-1.23732
704384,243268,1.72444,2.11292
366489,223166,-1.07578,1.14663
180862,138130,0.751319,-0.987837
135670,127423,0.349483,0.0865055
119782,75703.1,1.02461,1.5256
564249,432964,-0.747389,-2.36479
216541,185408,0.541772,-1.41134
696077,168543,2.09497,0.988283
355532,133370,1.6358,-0.0963443
406647,85879.8,2.23624,2.89426
916162,528671,-1.13693,-2.60881
413144,138405,-1.7569,-2.58477
907751,371589,1.54091,1.11047
1.37606e+06,142537,2.95766,-1.22028
241814,133368,1.18042,2.82547
839296,324431,1.60295,-0.248622
326497,314302,-0.22606,1.98926
1.41059e+06,504334,-1.6813,-0.772998
386866,182858,-1.38005,2.04634
373935,347988,-0.377516,2.16404
141276,137163,0.179711,-0.610385
46377,36236.6,-0.721325,3.09636
37712,34744.4,-0.314995,-1.52327
56005,33813.6,-1.08134,-0.607957
588298,484255,0.622772,1.18626
901169,717036,-0.683667,-2.80004
956122,162212,-2.45954,-2.78821
63956.3,62543,0.138558,2.90101
1.52248e+06,1.16372e+06,-0.763911,-2.90654
270355,63509.3,-2.12731,-0.233545
440724,427024,0.0425517,-2.11313
561728,339914,1.08707,0.347298
604526,386810,1.01611,-1.32805
339384,327181,-0.160354,-2.25766
529863,441384,0.554009,1.84527
198248,163357,-0.629138,2.73425
576316,566491,-0.174571,2.90418
176393,98880.3,-1.17935,-1.01715
452151,73109.4,2.50786,1.81563
331070,35506,-2.92246,-1.14338
230659,35343,2.56287,2.67443
1.40639e+06,457612,1.78708,-2.89477
296354,286581,0.222281,1.97505
40732.2,40171.7,-0.148796,-0.0306501
39735.1,33080.9,0.618863,-0.515826
694684,498254,-0.857555,-1.18563
153172,145532,0.26987,0.285943
186687,77536.2,1.5247,-2.40843
405833,330714,0.64268,1.12488
691013,537939,0.734594,-2.66571
368594,49364.2,2.69892,-0.653625
587912,574750,0.206696,-1.46381
106946,105140,-0.103913,-0.589505
733584,726073,0.120114,-3.01191
294059,242070,-0.642243,2.65742
110351,90689,0.644605,2.82272
710659,610064,0.5623,0.118044
571935,567007,-0.121429,1.86043
409351,282885,-0.911944,1.26605
359768,65022.6,2.39463,0.940207
783369,564811,-0.830261,2.54503
1.84116e+06,1.72495e+06,0.268525,-0.789031
2.07922e+06,1.2844e+06,-1.04932,2.39703
249831,81685.2,-1.7813,3.06675
894281,378953,1.50002,-1.26344
712628,539750,-0.778812,-2.40455
993832,714412,0.856257,-2.70954
683932,631407,0.383665,-1.36713
591958,537701,0.443278,-0.686011
129867,89159.3,0.898767,2.56164
964773,839667,0.499227,-0.302055
159849,158996,-0.0975463,0.188696
996110,692902,0.896988,2.2881
301245,185258,-1.06471,1.57371
1.16939e+06,803779,-0.919654,-0.91936
961528,589138,-1.07149,2.17035
1.00821e+06,492122,-1.34369,-1.62982
95539.7,57180.8,1.09285,-2.22371
895008,557327,-1.0501,0.974932
476673,268817,-1.17298,2.32368
1.5959e+06,633283,-1.57114,-0.509034
680204,374461,-1.19459,2.28451
156993,152540,0.0615681,-1.30325
387927,84417.2,2.20298,2.10974
775448,213844,-1.96005,1.79884
417615,165524,-1.57573,1.13885
833116,112557,-2.68969,-2.62006
113388,112154,0.065135,-2.44434
1.00766e+06,835747,-0.627501,-1.96871
1.0519e+06,255500,2.09276,0.285329
106760,61517.5,1.14502,-0.0289867
52766.9,37576.2,0.865546,-2.15199
798330,730790,-0.383286,-1.79354
177055,142056,0.683929,1.28689
141853,65883.6,1.3989,0.950245
808713,638996,0.698163,-2.82151
404176,111305,1.96039,1.29092
246477,108605,1.45861,-3.0126
970676,917311,0.336362,-2.09399
176344,165493,-0.251893,0.649374
695996,679649,-0.186448,-1.28762
495101,425815,-0.557189,-0.364676
512996,113175,2.19118,1.76828
2.43955e+06,75730.6,-4.16529,2.08386
330944,39322.3,-2.81963,-0.252863
369237,363091,-0.151859,-3.03979
207523,195586,0.344021,0.785381
157049,44277.1,1.93651,1.75075
39806.4,35929.8,-0.454331,-1.28307
1.64591e+06,801346,-1.34728,1.49821
460300,447882,0.230778,-0.00445464
263221,108673,-1.53033,0.0279227
1.1384e+06,402478,1.69593,-1.79129
251930,213943,-0.499251,-1.02562
316797,95482,1.86678,-2.47751
685565,499073,0.828756,2.31818
176010,48278.3,-1.96634,-0.964305
1.94747e+06,499956,2.03587,2.21902
146073,101436,0.903157,-2.50113
490294,466374,0.304342,-1.46712
165253,159110,0.193327,2.33985
1.13002e+06,925982,0.646895,2.32707
424800,407220,-0.287256,0.619924
126183,96450.6,0.755077,3.09883
694949,586722,-0.570152,-2.7014
371456,365212,-0.0309353,1.25932
230555,216295,-0.12985,-1.52858
126437,105274,0.620144,-0.888134
117221,61132.3,-1.26493,0.680614
60829.7,58521.9,-0.207402,0.582394
428468,40406.8,-3.05184,0.516354
538335,525094,0.110474,-1.74012
137946,129687,0.318464,-2.62641
629067,614812,-0.186234,-0.945932
484434,379289,-0.686734,1.2682
439491,90147.4,2.26632,3.10334
107899,84295.7,-0.729066,-1.14532
945192,618190,-0.965153,-1.32536
238664,165358,-0.902455,0.799192
120240,81311.5,0.92898,-2.10168
714942,541360,-0.77542,0.947529
962483,463306,-1.35985,1.89945
415512,326947,0.715066,-0.463207
685536,434351,-1.0277,-1.43661
141527,139114,-0.181261,-1.59978
1.07047e+06,547097,-1.28885,-2.51999
257812,175587,-0.932387,0.940659
978810,954809,0.178983,-0.962217
555893,139437,-2.0596,0.395344
1.11999e+06,919866,-0.629215,2.75919
93305,90635.8,0.233778,0.165864
876741,82767.2,3.05062,-2.16659
472327,386651,0.638483,-0.329855
947145,197447,2.24979,-1.67732
1.27385e+06,921713,-0.840363,-2.94161
324083,95465.3,1.89238,1.98615
804986,796213,-0.125108,-2.35258
759991,679826,0.44695,1.25225
1.04063e+06,1.03826e+06,0.0468369,-0.276541
152547,71595.9,-1.38693,-2.9185
838317,815406,-0.162723,-1.4725
982913,753955,-0.715577,-2.84205
121672,41476.2,1.73624,-0.487558
1.02421e+06,1.00668e+06,-0.0861407,-0.0103756
91766.6,80252.3,-0.511862,2.33285
110727,54870.2,1.3234,2.12327
60611.1,48706.4,0.647829,1.69652
520038,398392,-0.760729,-2.00553
376006,256889,-0.926632,2.00069
183085,176640,-0.249696,-1.45334
147114,130587,0.429528,2.92728
62606.8,54572.3,-0.523863,2.79344
245511,37592.2,2.56349,3.02946
906000,436462,-1.3565,0.624775
116764,104906,0.362804,-2.51927
105701,69466.1,0.975467,0.248085
633065,502367,-0.704533,1.07059
392558,171407,1.46761,-2.11933
946344,925164,-0.206198,1.11618
563384,389199,0.902463,-0.834584
237941,66228.5,-1.95077,-1.67919
1.11427e+06,972567,0.516753,-1.12216
488166,409826,-0.606765,-0.108847
288178,270294,-0.153374,0.781001
100220,70967.8,0.833817,2.06806
66991.4,63313.3,-0.320075,-3.12867
1.6383e+06,55261.9,4.08216,1.11192
66599.5,49835,-0.790629,1.0752
67465.4,34677.2,1.27933,0.777311
635877,377864,-1.10087,1.46411
379656,224166,1.11746,-1.58826
54832.1,53138.1,0.087391,0.966627
1.23419e+06,1.22925e+06,0.0527822,1.13037
659519,652221,-0.0778109,-0.115836
753921,192870,2.03867,-2.26771
103435,29025.7,1.94192,-0.194475
327982,245988,-0.790483,1.10288
174275,170329,0.0847755,-0.494497
962177,73059.1,-3.26956,-2.67047
84124.1,70459.7,0.604221,1.66215
450224,388146,-0.512097,1.04012
356001,160901,1.42932,-0.207361
54105.7,51048.2,-0.332508,1.71835
827467,791826,-0.184696,2.09205
181467,166126,0.411802,1.52527
146030,39405.8,1.98166,-2.38011
785185,452949,1.14014,-2.2031
189485,126170,0.961537,-1.58754
466623,70846,-2.57194,-1.41789
155711,50653.3,1.78397,-0.213159
158892,38549.6,-2.09372,0.480477
46258.5,26314.3,1.15953,0.113585
916876,745121,0.662366,0.748918
155140,134901,-0.535838,-2.0887
462800,462359,-0.0170162,2.45733
420638,243808,1.13675,1.27835
1.44742e+06,716927,-1.31711,-1.20034
434648,316793,0.835118,-0.43206
932912,576499,-1.059,-0.399189
228220,214333,0.240679,-1.83011
98004.9,48330.1,1.32041,-2.29074
43339.7,35521.8,-0.581382,-1.36045
135029,31439.4,2.13471,2.89896
62941.1,28915,-1.40889,2.24981
385025,313724,0.658764,0.827492
618143,130803,2.23388,-0.291295
717143,68313.4,3.04195,0.500044
82748.7,56300.4,-0.923454,-1.0562
170327,46984.3,-1.95962,2.16751
540670,519572,0.275731,-1.82311
121366,65709.9,1.21348,-2.92689
1.56335e+06,1.06713e+06,0.92917,-3.06564
285057,272884,0.268015,2.57137
227007,82562,1.66837,-1.01063
2.23003e+06,1.46152e+06,0.983611,-1.07123
1.14482e+06,1.03464e+06,-0.453202,2.5297
582016,523644,-0.466401,-2.25047
132998,109674,0.631715,1.9426
134753,68254,-1.29991,2.09307
130954,39983.8,1.853,-2.3709
625495,614828,0.147251,-0.591561
115252,89741.9,0.728196,-3.10282
943703,49823.3,-3.63362,-2.12375
337063,328762,-0.219194,2.83343
1.24816e+06,161076,2.73621,0.677399
325066,149776,1.4053,1.35512
53883.1,38255.7,0.863546,0.72141
910674,655774,-0.854788,-3.00558
248546,188454,-0.776901,0.0505465
620598,610596,0.0097089,-0.0768018
35922.8,34486.1,0.268071,-0.804522
490162,455572,-0.326203,1.1566
223227,142727,1.0158,-2.16652
103278,96602.1,-0.352841,2.54071
46056.2,43887.8,-0.296843,-2.11075
37804.8,31281.4,-0.568538,-1.02317
1.30703e+06,701093,-1.22996,0.285901
218492,208943,0.0862361,3.08356
625247,588250,-0.345891,2.2153
1.56239e+06,435530,1.94927,-0.324043
350782,163038,1.39948,1.13947
52953.1,50885.8,-0.226221,-2.75322
246354,38221.5,2.55032,-0.562456
2.35585e+06,2.07399e+06,-0.485828,1.26644
390341,161137,-1.52953,1.56314
1.70028e+06,1.45484e+06,0.566694,3.03256
1.46574e+06,686640,1.38412,-0.320385
1.68841e+06,1.68327e+06,-0.0251653,2.62212
542982,459318,0.570975,-2.07385
149860,126692,-0.545602,-2.74845
982361,438940,1.44379,-0.139253
656722,406900,-1.05048,-1.19348
176771,122814,0.9005,-0.67596
875381,334513,1.61518,2.61248
667665,664974,-0.0405456,2.32724
336494,285636,-0.586124,-1.14915
279873,89512.1,1.80576,1.01418
111460,80312.4,-0.852902,1.67246
58001.9,39964.3,0.902751,2.10931
79453.6,27214.5,1.72507,-1.91914
71756.6,26900,1.63001,2.15055
25192.2,24576.6,0.192568,1.64568
630079,606329,0.265091,1.01007
421752,30214.2,-3.32776,0.153807
470369,263049,-1.18285,0.619261
877179,214808,-2.08353,1.0108
217556,130920,1.0925,1.80033
1.4921e+06,965001,-0.991743,-0.494898
381535,298583,-0.722049,1.99636
120474,68988,-1.13496,-1.27397
106185,32354,1.85512,-1.45044
671709,389186,-1.13573,0.353119
243543,93014.9,1.60868,2.01044
110020,65492.6,1.07782,-3.12067
84290,40306.5,1.3628,-1.9714
227232,36715.8,2.50795,1.56318
391716,383796,-0.0866135,-0.0716815
384646,213329,1.19307,-0.757044
242949,211002,0.53163,-0.411487
140291,132921,-0.25918,-2.3293
106464,92737.9,-0.508743,2.12056
419588,49578.8,-2.82523,-2.30878
118736,42905.6,1.67234,-1.75207
416802,404255,0.234465,-1.37019
2.85921e+06,224375,-3.23657,2.54687
163311,32864.7,2.28556,-0.111369
813702,634068,0.728746,2.59044
566750,558186,0.11777,-2.57586
431130,193653,1.43121,2.64451
176923,148707,-0.597871,-2.92107
324949,80914.5,2.06749,2.39516
1.00401e+06,975030,-0.209259,-2.72519
230046,168254,0.827621,-3.04611
77074.6,68203.2,0.474219,1.34929
673241,665720,-0.0650752,2.72406
756008,551110,-0.83577,-0.132924
872681,863233,-0.132583,2.01974
549883,374770,-0.930701,0.891251
374979,124252,1.76883,0.218225
854986,448017,-1.25889,-2.12444
52860.8,47392,-0.443785,-1.79249
202266,31854.1,-2.53435,-0.19647
43199.6,29124.9,-0.92425,-3.06556
82709.6,28857.4,1.71229,-0.866126
1.04207e+06,872126,0.570345,2.8518
96570.7,94046.1,-0.123924,2.9754
511498,477414,0.353457,-0.763766
985080,461419,1.38833,2.58658
431537,413385,-0.289916,-1.51348
170333,49925.4,1.8951,-2.98884
1.57718e+06,585742,-1.64402,1.73336
53911.4,53351,-0.03388,-1.68151
1.74326e+06,548683,1.81658,-0.287131
294776,259236,0.471515,-1.11882
114320,111090,0.118116,2.81339
399455,382521,0.280425,-0.312401
191677,84861.9,1.45064,2.53618
88270.8,82984.4,0.330534,2.97446
96326.8,65539.3,0.912905,-1.60083
69279,58745.8,-0.556895,-2.09196
695239,248412,1.68679,-2.74139
166643,153689,-0.399048,0.864724
877062,142743,2.50116,-0.250832
181610,73603.6,-1.55175,2.67373
70572.1,57843.3,-0.639392,-0.842632
535658,529265,-0.0889184,3.10498
320486,81817.1,2.04152,-0.0761871
53950.4,40320.9,-0.770606,-2.50916
1.61689e+06,1.09353e+06,-0.913399,-1.84069
204325,196341,0.226498,-0.26839
1.13392e+06,624137,-1.20071,-2.96817
247744,242531,0.166841,2.08498
261521,152510,1.12942,0.682954
469504,130834,1.95,-0.959554
220099,110811,-1.30425,2.15178
2.46357e+06,582978,-2.11963,2.664
1.34125e+06,698457,1.26776,-3.06066
410179,42299,-2.96218,-2.62759
530495,33546.8,3.45293,-1.3032
798846,322578,-1.55149,-3.03318
726834,284148,-1.59032,0.618791
583341,454603,0.727927,-1.35702
483372,354005,0.825626,-3.05589
59994.5,52917.8,0.497563,2.56624
384354,373877,-0.196601,-0.257432
1.07056e+06,269932,2.0544,-1.36498
406564,370920,-0.400401,2.79064
302986,262931,0.527715,2.91732
280654,55317.6,2.30539,0.801634
594628,563625,-0.310321,1.18803
91454.4,85815.2,-0.321126,-1.34679
773179,646789,-0.608787,0.501668
163859,158787,0.0119637,1.66708
690129,145753,2.23655,-0.0486791
117825,55084.4,1.39049,-0.678355
104215,47195.6,1.41978,-3.00581
62143.4,35704.1,1.14679,1.12816
655872,636554,-0.229795,0.475757
344830,319617,0.345329,-2.79995
410157,125568,-1.85232,-2.19223
1.14416e+06,1.11434e+06,-0.212651,-0.812484
147320,103933,0.875648,2.50555
105526,83084.3,-0.707473,-2.80671
531078,516593,-0.232869,-1.28499
175692,173582,-0.0204853,-2.66071
295588,100713,1.73873,2.66541
376060,46175.6,-2.7861,2.81342
520603,43204.5,-3.18011,2.01035
1.03964e+06,974931,0.355944,3.04905
723045,414173,-1.15467,-0.0936622
463951,97268.2,2.24123,2.13574
48515.6,40727.3,-0.587813,-2.94888
47844.2,37178.7,-0.678174,0.760757
56982.2,34341.2,-1.07535,2.33523
1.32862e+06,1.31481e+06,-0.0622921,-2.7749
165258,161509,0.134853,2.86287
850644,829060,0.204294,1.18596
607127,495170,-0.650574,-1.11238
109379,50402.6,-1.40688,-0.183004
936044,318969,-1.73907,-0.242013
309572,147211,1.37361,-2.22112
232194,98599.1,1.4997,2.4076
765490,606305,0.70278,2.23307
785632,338118,1.4849,-0.266665
483652,259141,1.23404,-2.0694
1.72673e+06,119138,-3.3656,2.16559
121506,68163.2,1.17855,0.718178
152321,54786.8,1.6753,-1.22502
1.56163e+06,846515,1.22199,-1.15432
105106,75452.7,0.846429,1.47845
65811.2,47066.7,0.858185,-0.135746
498930,356070,-0.865754,-1.00873
688136,267944,-1.59447,-1.45179
452219,412329,-0.425297,2.31054
319300,284239,-0.475741,-2.70604
144504,92559.7,-1.00896,-1.62972
80909.4,43011.3,-1.23586,-2.68424
1.92408e+06,1.52335e+06,0.7064,1.18252
313631,304794,0.181135,-1.57562
454481,74993.5,2.48757,-0.290124
505276,32911.5,3.42325,-2.70063
531738,479358,-0.445125,-1.99567
879063,398638,-1.41836,1.704
248856,221412,0.477597,-2.58182
728040,200948,1.95905,2.7274
1.0652e+06,953687,-0.473242,-2.18121
289116,286732,0.0763486,0.810667
157957,106678,-0.933618,0.951074
797221,651590,-0.650128,-2.49938
929771,243529,-2.01443,3.0322
461981,391030,0.541853,-1.69948
481960,318429,-0.955832,0.0711805
1.19645e+06,747350,-1.04706,2.32
1.35041e+06,538152,-1.57059,-0.314428
136004,49409.1,-1.66536,-2.45221
1.90366e+06,948382,1.31429,-1.1259
266767,116595,1.46845,-1.708
314608,107995,-1.72893,2.55757
416738,394079,-0.291164,-2.55462
499869,114060,-2.15684,1.61567
472113,76734.3,-2.50296,-0.330678
73256.6,61996.3,0.513638,-1.77616
67522.3,60583.8,-0.468564,-0.000802337
575817,475422,-0.633463,0.100181
271221,237226,-0.516188,1.44857
321056,218302,-0.934783,0.997266
729265,127227,2.43125,-0.741064
323145,101365,-1.82467,2.91024
32471.6,29260.2,-0.439301,-1.17839
692167,458531,-0.964677,2.20344
388653,308224,-0.695368,-2.17747
1.36547e+06,616684,-1.43251,-2.24994
765684,712059,-0.372509,-2.0428
688843,149945,-2.20504,-3.02324
716951,694284,0.195699,-2.0415
706249,625949,-0.493688,0.442138
65617.6,37550.7,1.15201,2.7767
418056,412954,0.124099,-0.761925
1.00133e+06,412210,1.53411,1.96694
418100,145204,1.71825,-1.41031
72204.3,42222.8,1.12827,-2.02356
1.25884e+06,356461,1.93408,2.20783
478292,276335,-1.14409,-3.0784
73561.1,41697.4,-1.16688,-2.40994
78480.7,37790,-1.35286,0.482613
296418,259776,0.519531,1.81436
187015,186172,0.0315145,1.39882
281013,82579.1,1.89287,1.41474
113545,70358.4,-1.05485,-2.15242
532518,529935,-0.0680653,1.11523
174238,163726,0.34368,-2.27008
839603,420157,1.30325,-0.586719
274709,207899,-0.731763,-0.362695
174346,75695.9,-1.47461,-2.6356
938641,518790,1.18499,2.12095
270872,263692,-0.210115,-1.14749
570023,223217,1.58303,-1.50011
218031,49690.3,2.15747,-1.08457
47157.2,43076,-0.40637,1.5913
589951,40853.1,3.36185,-2.29331
498590,447320,0.471398,-1.14702
194224,128970,0.96629,2.00798
588478,454384,-0.747745,-2.68849
589937,279691,1.37751,-1.27985
935740,897396,-0.282793,2.66676
419003,143038,-1.73639,-1.94795
1.21773e+06,1.05296e+06,0.546645,1.31408
1.03779e+06,818822,-0.700587,-0.185044
108219,105280,-0.0982001,1.76441
38456.8,34559.2,-0.432522,0.523166
338387,191738,-1.1656,1.26844
172012,161779,0.326289,-2.63632
1.21951e+06,63110.8,3.65375,-2.53861
90678.6,45451.5,-1.30969,2.40367
374847,367338,0.153362,2.71907
248047,173958,-0.883576,-2.89207
447730,64723.5,-2.62137,1.72415
68027.2,49111,-0.848705,1.13747
908473,869184,0.00177961,2.60148
351053,161684,1.40644,-0.0400144
164918,148665,0.394443,-0.842994
77926.4,44796.5,1.1489,0.816294
591390,585066,-0.0165875,-0.6219
722968,695522,0.269011,2.29837
641205,576127,-0.467552,-1.19669
104616,77499.2,0.797326,2.16869
116555,54407.3,-1.39103,-0.691426
49112.6,47693.3,-0.181285,0.870132
1.24171e+06,737364,1.1099,-0.0390381
629622,472911,-0.749585,-2.90528
135759,123484,0.419807,-1.08888
299528,118635,-1.57624,-2.0357
767457,735260,0.290954,1.446
622207,430054,0.910797,-3.02894
1.00627e+06,762099,-0.77907,2.16667
582755,440755,-0.77295,2.02209
124449,109019,0.523035,-1.84098
94819.5,90764,0.281631,0.0934816
352877,295492,-0.613205,1.32392
501805,257796,1.27981,-2.57568
727654,555065,0.762569,0.372448
61830.3,30226.5,1.33977,0.778462
247794,241782,0.125347,2.8403
1.16235e+06,212705,2.38212,-2.10799
273747,208863,0.764759,-0.435189
195759,147008,0.73326,-2.1162
65891.5,64508,-0.0500836,0.237482
60426.7,47448.2,0.709564,-2.93228
633905,577005,-0.431079,-0.237523
770320,594971,0.745079,-1.37948
613644,598469,-0.204618,0.0600104
548967,144782,-2.00639,0.603811
1.87959e+06,72769.9,-3.94425,2.87458
60287.9,59496.5,0.0878386,-1.07277
1.37774e+06,1.22541e+06,0.492483,1.99525
67191.5,43066.6,1.00001,-1.4593
1.23999e+06,789135,-1.02285,1.14696
382560,283177,-0.810628,-1.28294
1.09394e+06,677173,-1.05684,-2.17692
315676,75345.9,2.10847,-2.22395
298572,265416,-0.483485,0.840033
229208,138619,-1.0835,2.89934
119245,113516,-0.139008,2.82898
115143,93937.2,0.62144,-2.9286
1.00523e+06,502712,1.31339,-0.4982
580724,205710,1.69648,2.54605
84933.5,59041.9,0.900026,1.80499
558175,431324,-0.747109,-2.07604
373869,359003,-0.189393,1.98564
210046,46392.2,-2.18967,1.24597
2.37629e+06,631170,-2.00048,1.41262
195377,97697.8,1.3054,-0.57027
178142,75445.6,1.49924,0.481552
540294,520471,0.260663,-2.23459
525777,481311,0.420196,2.87846
635291,577553,-0.41642,-2.40626
429481,208484,1.34072,-0.350773
546405,512277,-0.305743,-1.11887
99433.1,77641.3,-0.725982,-1.9873
68475.6,55144.8,-0.656623,0.756655
31965.2,31453.2,0.14694,1.08894
563392,551223,0.196821,1.1272
163817,102634,-1.04068,-1.32886
592738,590310,0.0538639,-2.02575
73356.1,68288.8,-0.364836,-2.68382
1.75747e+06,409610,-2.13496,1.58292
176804,161508,0.362451,-0.30475
59437.2,56423.7,0.248384,-0.974369
75803.5,40367,1.23855,-1.03174
717116,383363,1.23867,2.04831
114817,107449,0.361923,2.70967
80846.2,76321.6,-0.291775,2.71756
869146,255261,-1.8956,0.625985
1.81271e+06,145311,3.21517,-1.96979
212745,109205,1.28576,0.962745
1.46526e+06,599078,1.54171,0.490527
275429,273525,-0.000164807,-2.50608
922190,370563,1.55979,0.265117
475614,278125,-1.12181,2.18895
733712,39499.4,3.6142,-1.75283
767447,757036,-0.148339,-1.56063
254543,226683,0.484859,-1.93971
982221,816983,-0.611384,0.051519
736829,673480,0.426177,0.573578
255170,193907,0.768498,-0.0548466
263592,189378,0.854356,-2.58342
1.08939e+06,481401,1.45666,2.61322
157417,148354,-0.333363,1.50769
358240,273422,-0.7619,-1.16977
260407,147539,1.16786,-0.812149
194106,114887,-1.11223,1.78494
291771,75804.2,2.02256,1.28526
162208,26849.4,2.48444,-1.77663
626894,587800,-0.35371,-1.88351
86437.2,69382.4,-0.674615,1.56463
435753,427062,-0.187203,1.16714
398469,310592,-0.729481,0.723808
807133,631090,-0.719761,-2.61781
85845,28119.4,-1.7788,1.20377
1.50379e+06,697725,1.40153,1.05016
862616,853653,-0.0270843,-2.05254
133275,63444.5,1.36953,-1.05033
83989.1,54597.3,0.982916,-2.63829
1.24691e+06,887862,0.86683,2.09431
523436,100059,-2.3377,0.182435
210889,87156,1.52723,-3.0828
69609.3,35266.7,-1.29527,-0.302578
555048,300964,1.21675,2.38116
160009,147544,0.375172,2.25546
120819,115670,0.23783,-2.17702
82365.9,75907.1,0.373757,1.42799
948507,749872,-0.698716,0.855743
693573,333860,1.35445,-0.995613
170920,60460.1,1.69803,-1.66061
2.06507e+06,1.64323e+06,-0.699375,-2.474
459715,435701,-0.315914,-1.33392
499205,225777,1.42605,2.40001
761108,29532.3,-3.942,-2.5024
1.3637e+06,465560,1.73552,-0.9246
1.21306e+06,1.18057e+06,-0.198668,-0.830304
201056,142555,-0.871967,2.10073
1.11477e+06,702885,-1.03535,0.934367
515902,170120,1.77308,2.99946
70315.2,42805.8,-1.07264,-1.15319
737447,535281,0.839996,-2.93968
141031,74106.9,-1.25178,1.89525
685736,641822,-0.29899,-1.31804
181424,172866,0.298049,-1.60979
478817,356289,0.802732,0.361694
169061,125580,0.786744,2.35364
256160,93656.7,-1.66008,-2.44065
264934,42705.7,-2.51142,-0.670464
1.32961e+06,1.15644e+06,-0.52361,1.59263
260953,87600.8,1.7525,2.64964
118197,72635.5,-1.0643,-2.0476
851645,625930,0.824514,2.44052
119433,58047.1,1.34275,1.14282
289994,274348,0.272021,-2.88765
348944,209896,1.09148,-0.205986
214158,90578.9,1.50423,0.445839
856180,53385.2,3.46704,1.24761
794643,746861,-0.353898,0.576687
265580,264552,-0.0797414,1.40728
620899,190552,1.84642,1.24168
504904,162557,1.7982,2.59179
456088,152991,-1.75376,-2.1579
607080,131706,2.20659,-0.314108
154923,52435.8,1.74444,0.489522
302295,32866.4,-2.90835,-2.45804
1.02243e+06,1.01039e+06,-0.135829,-2.33494
189511,159141,0.551237,0.489279
1.15111e+06,432850,1.62688,2.87545
252685,245264,-0.123494,0.136171
148794,74421.8,1.31605,2.28058
693418,665789,-0.274208,0.978369
72662.1,55318,-0.744279,-3.00985
224504,50433.9,-2.17305,-2.08176
1.38714e+06,1.23198e+06,0.45978,-2.28425
589328,586030,0.0896272,0.757082
88531,87444.7,-0.0818072,-2.82665
626772,515832,0.595507,3.09524
194462,146601,-0.751622,-2.28697
